id,sample_accession,study_accession
SRR3675211,SAMN05276305,PRJNA302362
SRR3675215,SAMN05276309,PRJNA302362
SRR3675217,SAMN05276311,PRJNA302362
SRR3675226,SAMN05276320,PRJNA302362
SRR3675228,SAMN05276322,PRJNA302362
SRR3675237,SAMN05276331,PRJNA302362
SRR3675238,SAMN05276332,PRJNA302362
SRR3675239,SAMN05276333,PRJNA302362
SRR3675242,SAMN05276336,PRJNA302362
SRR3675244,SAMN05276338,PRJNA302362
SRR3675250,SAMN05276344,PRJNA302362
SRR3675252,SAMN05276346,PRJNA302362
SRR3675253,SAMN05276347,PRJNA302362
SRR3675255,SAMN05276349,PRJNA302362
SRR3675257,SAMN05276351,PRJNA302362
SRR3675259,SAMN05276353,PRJNA302362
SRR3675262,SAMN05276356,PRJNA302362
SRR3675271,SAMN05276364,PRJNA302362
SRR3675274,SAMN05276367,PRJNA302362
SRR3675276,SAMN05276369,PRJNA302362
SRR3675278,SAMN05276371,PRJNA302362
SRR3675281,SAMN05276374,PRJNA302362
SRR3675285,SAMN05276378,PRJNA302362
SRR3675286,SAMN05276379,PRJNA302362
SRR3675289,SAMN05276382,PRJNA302362
SRR3675291,SAMN05276384,PRJNA302362
SRR3675314,SAMN05276389,PRJNA302362
SRR3675315,SAMN05276390,PRJNA302362
SRR3675321,SAMN05276396,PRJNA302362
SRR3675336,SAMN05276399,PRJNA302362
SRR3675361,SAMN05276400,PRJNA302362
SRR3675384,SAMN05276402,PRJNA302362
SRR3675388,SAMN05276406,PRJNA302362
SRR3675391,SAMN05276409,PRJNA302362
SRR3675439,SAMN05276411,PRJNA302362
SRR3675440,SAMN05276412,PRJNA302362
SRR3675443,SAMN05276415,PRJNA302362
SRR3675453,SAMN05276425,PRJNA302362
SRR3675454,SAMN05276426,PRJNA302362
SRR3675458,SAMN05276430,PRJNA302362
SRR3675459,SAMN05276431,PRJNA302362
SRR3675466,SAMN05276438,PRJNA302362
SRR3675469,SAMN05276441,PRJNA302362
SRR3675478,SAMN05276449,PRJNA302362
SRR3675479,SAMN05276450,PRJNA302362
SRR3675484,SAMN05276455,PRJNA302362
SRR3675489,SAMN05276460,PRJNA302362
SRR3675496,SAMN05276467,PRJNA302362
SRR3675498,SAMN05276469,PRJNA302362
SRR3675499,SAMN05276470,PRJNA302362
SRR3675504,SAMN05276475,PRJNA302362
SRR3675511,SAMN05276482,PRJNA302362
SRR3675519,SAMN05276489,PRJNA302362
SRR3675521,SAMN05276491,PRJNA302362
SRR3675523,SAMN05276493,PRJNA302362
SRR3675530,SAMN05276500,PRJNA302362
SRR3675531,SAMN05276501,PRJNA302362
SRR3675535,SAMN05276505,PRJNA302362
SRR3675536,SAMN05276506,PRJNA302362
SRR3675538,SAMN05276508,PRJNA302362
SRR3675543,SAMN05276513,PRJNA302362
SRR3675544,SAMN05276514,PRJNA302362
SRR3675559,SAMN05276528,PRJNA302362
SRR3675560,SAMN05276529,PRJNA302362
SRR3675563,SAMN05276532,PRJNA302362
SRR3675564,SAMN05276533,PRJNA302362
SRR3675567,SAMN05276536,PRJNA302362
SRR3675573,SAMN05276542,PRJNA302362
SRR3675576,SAMN05276545,PRJNA302362
SRR3675578,SAMN05276547,PRJNA302362
SRR3675579,SAMN05276548,PRJNA302362
SRR3675590,SAMN05276559,PRJNA302362
SRR5007156,SAMN05969937,NA
SRR5007176,SAMN05969932,NA
SRR5007191,SAMN05969947,NA
SRR5341209,SAMN06473208,NA
SRR5341210,SAMN06473207,NA
SRR5341211,SAMN06473206,NA
SRR5341212,SAMN06473205,NA
SRR5341213,SAMN06473204,NA
SRR5341214,SAMN06473203,NA
SRR5341215,SAMN06473202,NA
SRR5341237,SAMN06473180,NA
SRR5341238,SAMN06473179,NA
SRR5341239,SAMN06473178,NA
SRR5341263,SAMN06473154,NA
SRR5341264,SAMN06473153,NA
SRR5520557,SAMN06920020,NA
SRR5520572,SAMN06920021,NA
SRR5520573,SAMN06920022,NA
SRR5520575,SAMN06920023,NA
SRR5520594,SAMN06920024,NA
SRR5520596,SAMN06920025,NA
SRR5520597,SAMN06920026,NA
SRR5520599,SAMN06920027,NA
SRR5520600,SAMN06920028,NA
SRR5520603,SAMN06920029,NA
SRR5520605,SAMN06920030,NA
SRR5520607,SAMN06920031,NA
SRR5520608,SAMN06920032,NA
SRR5520609,SAMN06920033,NA
SRR5520615,SAMN06920034,NA
SRR5525980,SAMN06920036,NA
SRR5525981,SAMN06920037,NA
SRR5525982,SAMN06920038,NA
SRR5525983,SAMN06920039,NA
SRR5525984,SAMN06920040,NA
SRR5525985,SAMN06920041,NA
SRR5525986,SAMN06920042,NA
SRR5525987,SAMN06920043,NA
SRR5525996,SAMN06920045,NA
SRR5525997,SAMN06920046,NA
SRR5525998,SAMN06920047,NA
SRR5526019,SAMN06920048,NA
SRR5526143,SAMN06920049,NA
SRR5526157,SAMN06920050,NA
SRR5526158,SAMN06920051,NA
SRR5526332,SAMN06920052,NA
SRR5526351,SAMN06920053,NA
SRR5526360,SAMN06920054,NA
SRR5526639,SAMN06920055,NA
SRR5526642,SAMN06920056,NA
SRR5526696,SAMN06920057,NA
SRR5526775,SAMN06920058,NA
SRR5526782,SAMN06920059,NA
SRR5526784,SAMN06920060,NA
SRR5526785,SAMN06920061,NA
SRR5526787,SAMN06920062,NA
SRR5526788,SAMN06920063,NA
SRR5526842,SAMN06920066,NA
SRR5526843,SAMN06920067,NA
SRR5526844,SAMN06920068,NA
SRR5526845,SAMN06920069,NA
SRR5526846,SAMN06920070,NA
SRR5526865,SAMN06920071,NA
SRR5526903,SAMN06920072,NA
SRR5526904,SAMN06920073,NA
SRR5526905,SAMN06920074,NA
SRR5526915,SAMN06920075,NA
SRR5526916,SAMN06920076,NA
SRR5526917,SAMN06920077,NA
SRR5526922,SAMN06920078,NA
SRR5527175,SAMN06920035,NA
SRR5527176,SAMN06920079,NA
SRR5527177,SAMN06920080,NA
SRR5527178,SAMN06920081,NA
SRR5527179,SAMN06920082,NA
SRR5527196,SAMN06920083,NA
SRR5527198,SAMN06920084,NA
SRR5527199,SAMN06920085,NA
SRR5527200,SAMN06920086,NA
SRR5527201,SAMN06920087,NA
SRR5527202,SAMN06920088,NA
SRR5533129,SAMN06920089,NA
SRR5533130,SAMN06920090,NA
SRR5533143,SAMN06920092,NA
SRR5533151,SAMN06920093,NA
SRR5533152,SAMN06920094,NA
SRR5533153,SAMN06920095,NA
SRR5533179,SAMN06920097,NA
SRR5533249,SAMN06920098,NA
SRR5536057,SAMN06920100,NA
SRR5548263,SAMN06920099,NA
SRR5549699,SAMN06920101,NA
SRR5550401,SAMN06920102,NA
SRR5550936,SAMN06920103,NA
SRR5551225,SAMN06920104,NA
SRR5551477,SAMN06920105,NA
SRR5551664,SAMN06920106,NA
SRR5551666,SAMN06920107,NA
SRR5551667,SAMN06920108,NA
SRR5551764,SAMN06920109,NA
SRR5552263,SAMN06920110,NA
SRR5552376,SAMN06920111,NA
SRR5552377,SAMN06920112,NA
SRR5552415,SAMN06920113,NA
SRR5552458,SAMN06920114,NA
SRR5552459,SAMN06920115,NA
SRR5552560,SAMN06920116,NA
SRR5552561,SAMN06920117,NA
SRR5552562,SAMN06920118,NA
SRR5552663,SAMN06920119,NA
SRR5709738,SAMN07236486,NA
SRR5709739,SAMN07236487,NA
SRR5709740,SAMN07236480,NA
SRR5709741,SAMN07236481,NA
SRR5709742,SAMN07236478,NA
SRR5709744,SAMN07236484,NA
SRR5709746,SAMN07236482,NA
SRR5709747,SAMN07236483,NA
SRR5709748,SAMN07236299,NA
SRR5709749,SAMN07236298,NA
SRR5709750,SAMN07236304,NA
SRR5709751,SAMN07236276,NA
SRR5709752,SAMN07236277,NA
SRR5709754,SAMN07236268,NA
SRR5709755,SAMN07236269,NA
SRR5709756,SAMN07236270,NA
SRR5709757,SAMN07236271,NA
SRR5709758,SAMN07236272,NA
SRR5709759,SAMN07236273,NA
SRR5709760,SAMN07236274,NA
SRR5709761,SAMN07236275,NA
SRR5709762,SAMN07236535,NA
SRR5709763,SAMN07236534,NA
SRR5709764,SAMN07236516,NA
SRR5709765,SAMN07236532,NA
SRR5709766,SAMN07236531,NA
SRR5709767,SAMN07236530,NA
SRR5709768,SAMN07236376,NA
SRR5709769,SAMN07236377,NA
SRR5709770,SAMN07236374,NA
SRR5709772,SAMN07236372,NA
SRR5709773,SAMN07236373,NA
SRR5709774,SAMN07236370,NA
SRR5709775,SAMN07236371,NA
SRR5709776,SAMN07236368,NA
SRR5709777,SAMN07236369,NA
SRR5709778,SAMN07236477,NA
SRR5709779,SAMN07236476,NA
SRR5709780,SAMN07236290,NA
SRR5709781,SAMN07236346,NA
SRR5709783,SAMN07236469,NA
SRR5709784,SAMN07236468,NA
SRR5709785,SAMN07236471,NA
SRR5709786,SAMN07236470,NA
SRR5709787,SAMN07236473,NA
SRR5709788,SAMN07236472,NA
SRR5709789,SAMN07236475,NA
SRR5709792,SAMN07236263,NA
SRR5709793,SAMN07236262,NA
SRR5709794,SAMN07236265,NA
SRR5709795,SAMN07236264,NA
SRR5709796,SAMN07236259,NA
SRR5709797,SAMN07236258,NA
SRR5709798,SAMN07236261,NA
SRR5709799,SAMN07236260,NA
SRR5709801,SAMN07236267,NA
SRR5709802,SAMN07236266,NA
SRR5709803,SAMN07236302,NA
SRR5709804,SAMN07236467,NA
SRR5709805,SAMN07236387,NA
SRR5709806,SAMN07236386,NA
SRR5709807,SAMN07236383,NA
SRR5709808,SAMN07236382,NA
SRR5709809,SAMN07236385,NA
SRR5709810,SAMN07236384,NA
SRR5709811,SAMN07236379,NA
SRR5709812,SAMN07236378,NA
SRR5709813,SAMN07236381,NA
SRR5709814,SAMN07236380,NA
SRR5709815,SAMN07236288,NA
SRR5709816,SAMN07236317,NA
SRR5709817,SAMN07236336,NA
SRR5709819,SAMN07236334,NA
SRR5709820,SAMN07236335,NA
SRR5709823,SAMN07236330,NA
SRR5709824,SAMN07236331,NA
SRR5709825,SAMN07236328,NA
SRR5709826,SAMN07236329,NA
SRR5709832,SAMN07236505,NA
SRR5709837,SAMN07236347,NA
SRR5709839,SAMN07236293,NA
SRR5709840,SAMN07236396,NA
SRR5709841,SAMN07236397,NA
SRR5709842,SAMN07236388,NA
SRR5709843,SAMN07236389,NA
SRR5709844,SAMN07236390,NA
SRR5709845,SAMN07236391,NA
SRR5709846,SAMN07236392,NA
SRR5709847,SAMN07236393,NA
SRR5709848,SAMN07236394,NA
SRR5709849,SAMN07236395,NA
SRR5709852,SAMN07236491,NA
SRR5709853,SAMN07236490,NA
SRR5709854,SAMN07236489,NA
SRR5709855,SAMN07236488,NA
SRR5709858,SAMN07236493,NA
SRR5709859,SAMN07236492,NA
SRR5709860,SAMN07236321,NA
SRR5709861,SAMN07236320,NA
SRR5709862,SAMN07236319,NA
SRR5709863,SAMN07236318,NA
SRR5709864,SAMN07236325,NA
SRR5709865,SAMN07236324,NA
SRR5709866,SAMN07236323,NA
SRR5709867,SAMN07236322,NA
SRR5709870,SAMN07236296,NA
SRR5709872,SAMN07236537,NA
SRR5709873,SAMN07236405,NA
SRR5709874,SAMN07236404,NA
SRR5709876,SAMN07236402,NA
SRR5709877,SAMN07236401,NA
SRR5709878,SAMN07236400,NA
SRR5709879,SAMN07236399,NA
SRR5709880,SAMN07236398,NA
SRR5709881,SAMN07236407,NA
SRR5709882,SAMN07236406,NA
SRR5709883,SAMN07236305,NA
SRR5709884,SAMN07236533,NA
SRR5709885,SAMN07236524,NA
SRR5709886,SAMN07236525,NA
SRR5709887,SAMN07236522,NA
SRR5709888,SAMN07236523,NA
SRR5709889,SAMN07236520,NA
SRR5709890,SAMN07236521,NA
SRR5709891,SAMN07236518,NA
SRR5709892,SAMN07236519,NA
SRR5709893,SAMN07236312,NA
SRR5709894,SAMN07236313,NA
SRR5709895,SAMN07236314,NA
SRR5709896,SAMN07236315,NA
SRR5709897,SAMN07236308,NA
SRR5709898,SAMN07236309,NA
SRR5709899,SAMN07236526,NA
SRR5709900,SAMN07236527,NA
SRR5709901,SAMN07236339,NA
SRR5709902,SAMN07236517,NA
SRR5709903,SAMN07236303,NA
SRR5709904,SAMN07236410,NA
SRR5709905,SAMN07236411,NA
SRR5709906,SAMN07236408,NA
SRR5709907,SAMN07236409,NA
SRR5709909,SAMN07236415,NA
SRR5709910,SAMN07236412,NA
SRR5709911,SAMN07236413,NA
SRR5709912,SAMN07236255,NA
SRR5709913,SAMN07236254,NA
SRR5709915,SAMN07236417,NA
SRR5709916,SAMN07236251,NA
SRR5709917,SAMN07236250,NA
SRR5709918,SAMN07236249,NA
SRR5709919,SAMN07236248,NA
SRR5709920,SAMN07236352,NA
SRR5709922,SAMN07236354,NA
SRR5709923,SAMN07236355,NA
SRR5709924,SAMN07236348,NA
SRR5709925,SAMN07236349,NA
SRR5709927,SAMN07236351,NA
SRR5709929,SAMN07236356,NA
SRR5709930,SAMN07236357,NA
SRR5709932,SAMN07236513,NA
SRR5709933,SAMN07236512,NA
SRR5709934,SAMN07236515,NA
SRR5709935,SAMN07236514,NA
SRR5709936,SAMN07236436,NA
SRR5709938,SAMN07236511,NA
SRR5709940,SAMN07236432,NA
SRR5709941,SAMN07236433,NA
SRR5709942,SAMN07236434,NA
SRR5709943,SAMN07236435,NA
SRR5709944,SAMN07236428,NA
SRR5709945,SAMN07236429,NA
SRR5709946,SAMN07236430,NA
SRR5709947,SAMN07236431,NA
SRR5709949,SAMN07236252,NA
SRR5709950,SAMN07236419,NA
SRR5709951,SAMN07236418,NA
SRR5709952,SAMN07236421,NA
SRR5709953,SAMN07236420,NA
SRR5709954,SAMN07236423,NA
SRR5709956,SAMN07236425,NA
SRR5709957,SAMN07236424,NA
SRR5709958,SAMN07236427,NA
SRR5709959,SAMN07236426,NA
SRR5709960,SAMN07236536,NA
SRR5709961,SAMN07236361,NA
SRR5709962,SAMN07236360,NA
SRR5709963,SAMN07236359,NA
SRR5709964,SAMN07236358,NA
SRR5709965,SAMN07236365,NA
SRR5709968,SAMN07236362,NA
SRR5709969,SAMN07236367,NA
SRR5709970,SAMN07236366,NA
SRR5709971,SAMN07236458,NA
SRR5709972,SAMN07236459,NA
SRR5709973,SAMN07236447,NA
SRR5709974,SAMN07236446,NA
SRR5709976,SAMN07236463,NA
SRR5709977,SAMN07236464,NA
SRR5709978,SAMN07236465,NA
SRR5709979,SAMN07236441,NA
SRR5709980,SAMN07236440,NA
SRR5709981,SAMN07236439,NA
SRR5709982,SAMN07236438,NA
SRR5709983,SAMN07236445,NA
SRR5709984,SAMN07236444,NA
SRR5709985,SAMN07236443,NA
SRR5709986,SAMN07236442,NA
SRR5709989,SAMN07236294,NA
SRR5709990,SAMN07236297,NA
SRR5709991,SAMN07236295,NA
SRR5709992,SAMN07236343,NA
SRR5709993,SAMN07236292,NA
SRR5709994,SAMN07236342,NA
SRR5709996,SAMN07236291,NA
SRR5709997,SAMN07236457,NA
SRR5709998,SAMN07236456,NA
SRR5709999,SAMN07236455,NA
SRR5710001,SAMN07236453,NA
SRR5710002,SAMN07236452,NA
SRR5710003,SAMN07236451,NA
SRR5710005,SAMN07236449,NA
SRR5710006,SAMN07236448,NA
SRR5710007,SAMN07236338,NA
SRR5710008,SAMN07236310,NA
SRR5710009,SAMN07236341,NA
SRR5710010,SAMN07236340,NA
SRR5710011,SAMN07236306,NA
SRR5710012,SAMN07236307,NA
SRR5710013,SAMN07236257,NA
SRR5710014,SAMN07236287,NA
SRR5710015,SAMN07236286,NA
SRR5710016,SAMN07236285,NA
SRR5710017,SAMN07236284,NA
SRR5710018,SAMN07236283,NA
SRR5710019,SAMN07236282,NA
SRR5710020,SAMN07236281,NA
SRR5710022,SAMN07236279,NA
SRR5710023,SAMN07236278,NA
SRR5710024,SAMN07236311,NA
SRR5710025,SAMN07236345,NA
SRR5710026,SAMN07236538,NA
SRR5710027,SAMN07236539,NA
SRR5710028,SAMN07236540,NA
SRR5817463,SAMN07331228,NA
SRR5817464,SAMN07331231,NA
SRR5817466,SAMN07331225,NA
SRR5817467,SAMN07331224,NA
SRR5817469,SAMN07331226,NA
SRR5817470,SAMN07331233,NA
SRR5817471,SAMN07331232,NA
SRR5817472,SAMN07331223,NA
SRR5817473,SAMN07331222,NA
SRR5817475,SAMN07331220,NA
SRR5817478,SAMN07331217,NA
SRR5817479,SAMN07331216,NA
SRR5817480,SAMN07331215,NA
SRR5817481,SAMN07331214,NA
SRR5837706,SAMN07360951,NA
SRR5837707,SAMN07360952,NA
SRR5837708,SAMN07360953,NA
SRR5837709,SAMN07360947,NA
SRR5837710,SAMN07360948,NA
SRR5837711,SAMN07360949,NA
SRR5837712,SAMN07360950,NA
SRR6044768,SAMN07658250,NA
SRR6044770,SAMN07659415,NA
SRR6044772,SAMN07658219,NA
SRR6044775,SAMN07659681,NA
SRR6044778,SAMN07658875,NA
SRR6044803,SAMN07659939,NA
SRR6044805,SAMN07658313,NA
SRR6044807,SAMN07658557,NA
SRR6044821,SAMN07660198,NA
SRR6044829,SAMN07658329,NA
SRR6044837,SAMN07659943,NA
SRR6044840,SAMN07660451,NA
SRR6044847,SAMN07658414,NA
SRR6044856,SAMN07660378,NA
SRR6044857,SAMN07659329,NA
SRR6044858,SAMN07660026,NA
SRR6044863,SAMN07658831,NA
SRR6044867,SAMN07658420,NA
SRR6044882,SAMN07658595,NA
SRR6044883,SAMN07659502,NA
SRR6044884,SAMN07658720,NA
SRR6044887,SAMN07659342,NA
SRR6044889,SAMN07660170,NA
SRR6044891,SAMN07659407,NA
SRR6044893,SAMN07659109,NA
SRR6044896,SAMN07660043,NA
SRR6044905,SAMN07658438,NA
SRR6044912,SAMN07660070,NA
SRR6044914,SAMN07658376,NA
SRR6044917,SAMN07658983,NA
SRR6044919,SAMN07660115,NA
SRR6044933,SAMN07659966,NA
SRR6044937,SAMN07660141,NA
SRR6044938,SAMN07658301,NA
SRR6044939,SAMN07658675,NA
SRR6044945,SAMN07659384,NA
SRR6044946,SAMN07659686,NA
SRR6044949,SAMN07660436,NA
SRR6044956,SAMN07660359,NA
SRR6044959,SAMN07658570,NA
SRR6044963,SAMN07659069,NA
SRR6044971,SAMN07658341,NA
SRR6044975,SAMN07659618,NA
SRR6044977,SAMN07659394,NA
SRR6044978,SAMN07659097,NA
SRR6044981,SAMN07659759,NA
SRR6044982,SAMN07658374,NA
SRR6044987,SAMN07658942,NA
SRR6044991,SAMN07659341,NA
SRR6044999,SAMN07659117,NA
SRR6045000,SAMN07660073,NA
SRR6045004,SAMN07658404,NA
SRR6045006,SAMN07658891,NA
SRR6045012,SAMN07660248,NA
SRR6045015,SAMN07660455,NA
SRR6045018,SAMN07659020,NA
SRR6045019,SAMN07659620,NA
SRR6045034,SAMN07660346,NA
SRR6045039,SAMN07659798,NA
SRR6045046,SAMN07659997,NA
SRR6045056,SAMN07658168,NA
SRR6045057,SAMN07659781,NA
SRR6045063,SAMN07659576,NA
SRR6045065,SAMN07660167,NA
SRR6045072,SAMN07660224,NA
SRR6045073,SAMN07658625,NA
SRR6045074,SAMN07659089,NA
SRR6045085,SAMN07660377,NA
SRR6045089,SAMN07659952,NA
SRR6045092,SAMN07659690,NA
SRR6045093,SAMN07658830,NA
SRR6045097,SAMN07658161,NA
SRR6045099,SAMN07658153,NA
SRR6045102,SAMN07659451,NA
SRR6045105,SAMN07659590,NA
SRR6045106,SAMN07660057,NA
SRR6045108,SAMN07658684,NA
SRR6045109,SAMN07658310,NA
SRR6045116,SAMN07659509,NA
SRR6045119,SAMN07658645,NA
SRR6045123,SAMN07658672,NA
SRR6045128,SAMN07658466,NA
SRR6045133,SAMN07659036,NA
SRR6045135,SAMN07660097,NA
SRR6045141,SAMN07658621,NA
SRR6045142,SAMN07659995,NA
SRR6045144,SAMN07660000,NA
SRR6045145,SAMN07658894,NA
SRR6045146,SAMN07659064,NA
SRR6045148,SAMN07660100,NA
SRR6045150,SAMN07658355,NA
SRR6045165,SAMN07660063,NA
SRR6045168,SAMN07659016,NA
SRR6045169,SAMN07658127,NA
SRR6045172,SAMN07658885,NA
SRR6045173,SAMN07659771,NA
SRR6045174,SAMN07658641,NA
SRR6045177,SAMN07659055,NA
SRR6045181,SAMN07658441,NA
SRR6045185,SAMN07660227,NA
SRR6045186,SAMN07658780,NA
SRR6045189,SAMN07659081,NA
SRR6045198,SAMN07658270,NA
SRR6045200,SAMN07659879,NA
SRR6045201,SAMN07659048,NA
SRR6045209,SAMN07658926,NA
SRR6045210,SAMN07659695,NA
SRR6045211,SAMN07658859,NA
SRR6045214,SAMN07658827,NA
SRR6045218,SAMN07658573,NA
SRR6045232,SAMN07660464,NA
SRR6045235,SAMN07658713,NA
SRR6045237,SAMN07658530,NA
SRR6045238,SAMN07658604,NA
SRR6045240,SAMN07658396,NA
SRR6045243,SAMN07660111,NA
SRR6045245,SAMN07659981,NA
SRR6045255,SAMN07660255,NA
SRR6045256,SAMN07658236,NA
SRR6045261,SAMN07660146,NA
SRR6045271,SAMN07659964,NA
SRR6045281,SAMN07660435,NA
SRR6045284,SAMN07660078,NA
SRR6045288,SAMN07660326,NA
SRR6045291,SAMN07660463,NA
SRR6045292,SAMN07658507,NA
SRR6045293,SAMN07659009,NA
SRR6045298,SAMN07659006,NA
SRR6045301,SAMN07658574,NA
SRR6045304,SAMN07658762,NA
SRR6045308,SAMN07658843,NA
SRR6045309,SAMN07660005,NA
SRR6045311,SAMN07658803,NA
SRR6045314,SAMN07660386,NA
SRR6045316,SAMN07660101,NA
SRR6045323,SAMN07659008,NA
SRR6045325,SAMN07658300,NA
SRR6045326,SAMN07659676,NA
SRR6045333,SAMN07658486,NA
SRR6045336,SAMN07658357,NA
SRR6045338,SAMN07659829,NA
SRR6045341,SAMN07658912,NA
SRR6045342,SAMN07659708,NA
SRR6045350,SAMN07659632,NA
SRR6045351,SAMN07659485,NA
SRR6045356,SAMN07658688,NA
SRR6045362,SAMN07658197,NA
SRR6045365,SAMN07659584,NA
SRR6045366,SAMN07659989,NA
SRR6045367,SAMN07658352,NA
SRR6045369,SAMN07658218,NA
SRR6045376,SAMN07658249,NA
SRR6045381,SAMN07659060,NA
SRR6045386,SAMN07659007,NA
SRR6045387,SAMN07658571,NA
SRR6045400,SAMN07659860,NA
SRR6045414,SAMN07658863,NA
SRR6045415,SAMN07659660,NA
SRR6045417,SAMN07660236,NA
SRR6045418,SAMN07658723,NA
SRR6045419,SAMN07658715,NA
SRR6045420,SAMN07658658,NA
SRR6045421,SAMN07658936,NA
SRR6045423,SAMN07659631,NA
SRR6045425,SAMN07659652,NA
SRR6045430,SAMN07659770,NA
SRR6045432,SAMN07659410,NA
SRR6045433,SAMN07660374,NA
SRR6045438,SAMN07659096,NA
SRR6045441,SAMN07658777,NA
SRR6045447,SAMN07660080,NA
SRR6045449,SAMN07658679,NA
SRR6045453,SAMN07658293,NA
SRR6045455,SAMN07660002,NA
SRR6045458,SAMN07658795,NA
SRR6045460,SAMN07658519,NA
SRR6045462,SAMN07660311,NA
SRR6045465,SAMN07658951,NA
SRR6045470,SAMN07658453,NA
SRR6045472,SAMN07660270,NA
SRR6045473,SAMN07658993,NA
SRR6045476,SAMN07658304,NA
SRR6045482,SAMN07659673,NA
SRR6045486,SAMN07658987,NA
SRR6045492,SAMN07658195,NA
SRR6045495,SAMN07659689,NA
SRR6045502,SAMN07660342,NA
SRR6045505,SAMN07658558,NA
SRR6045507,SAMN07658582,NA
SRR6045520,SAMN07659956,NA
SRR6045523,SAMN07659650,NA
SRR6045529,SAMN07660067,NA
SRR6045533,SAMN07658200,NA
SRR6045535,SAMN07659508,NA
SRR6045536,SAMN07658134,NA
SRR6045543,SAMN07658646,NA
SRR6045544,SAMN07658342,NA
SRR6045545,SAMN07658714,NA
SRR6045549,SAMN07659851,NA
SRR6045552,SAMN07658156,NA
SRR6045556,SAMN07659905,NA
SRR6045557,SAMN07659917,NA
SRR6045559,SAMN07660178,NA
SRR6045563,SAMN07658281,NA
SRR6045572,SAMN07658797,NA
SRR6045574,SAMN07660336,NA
SRR6045576,SAMN07659621,NA
SRR6045579,SAMN07658935,NA
SRR6045587,SAMN07658523,NA
SRR6045590,SAMN07659734,NA
SRR6045593,SAMN07658148,NA
SRR6045597,SAMN07658567,NA
SRR6045600,SAMN07658821,NA
SRR6045604,SAMN07658575,NA
SRR6045608,SAMN07658340,NA
SRR6045616,SAMN07658809,NA
SRR6045622,SAMN07658848,NA
SRR6045625,SAMN07659052,NA
SRR6045628,SAMN07659803,NA
SRR6045635,SAMN07658959,NA
SRR6045639,SAMN07658256,NA
SRR6045640,SAMN07659986,NA
SRR6045647,SAMN07659116,NA
SRR6045660,SAMN07658131,NA
SRR6045670,SAMN07659942,NA
SRR6045671,SAMN07658668,NA
SRR6045673,SAMN07659562,NA
SRR6045680,SAMN07658817,NA
SRR6045685,SAMN07659610,NA
SRR6045686,SAMN07659606,NA
SRR6045688,SAMN07658424,NA
SRR6045689,SAMN07659910,NA
SRR6045690,SAMN07659344,NA
SRR6045691,SAMN07660103,NA
SRR6045694,SAMN07659427,NA
SRR6045696,SAMN07660014,NA
SRR6045699,SAMN07660466,NA
SRR6045704,SAMN07660462,NA
SRR6045713,SAMN07659443,NA
SRR6045714,SAMN07660286,NA
SRR6045715,SAMN07660031,NA
SRR6045729,SAMN07658253,NA
SRR6045730,SAMN07658764,NA
SRR6045731,SAMN07659362,NA
SRR6045734,SAMN07659769,NA
SRR6045735,SAMN07658503,NA
SRR6045736,SAMN07658916,NA
SRR6045739,SAMN07660208,NA
SRR6045741,SAMN07660229,NA
SRR6045742,SAMN07659449,NA
SRR6045746,SAMN07658845,NA
SRR6045749,SAMN07659808,NA
SRR6045752,SAMN07659586,NA
SRR6045753,SAMN07659999,NA
SRR6045759,SAMN07659017,NA
SRR6045767,SAMN07658508,NA
SRR6045768,SAMN07659982,NA
SRR6045769,SAMN07659456,NA
SRR6045774,SAMN07659820,NA
SRR6045777,SAMN07659604,NA
SRR6045779,SAMN07658585,NA
SRR6045781,SAMN07660040,NA
SRR6045783,SAMN07660371,NA
SRR6045787,SAMN07658864,NA
SRR6045793,SAMN07659519,NA
SRR6045797,SAMN07659490,NA
SRR6045798,SAMN07658284,NA
SRR6045799,SAMN07658471,NA
SRR6045803,SAMN07659693,NA
SRR6045806,SAMN07660133,NA
SRR6045808,SAMN07658467,NA
SRR6045810,SAMN07660172,NA
SRR6045814,SAMN07659112,NA
SRR6045817,SAMN07658458,NA
SRR6045824,SAMN07658851,NA
SRR6045825,SAMN07660303,NA
SRR6045827,SAMN07658487,NA
SRR6045828,SAMN07659042,NA
SRR6045831,SAMN07658260,NA
SRR6045833,SAMN07660017,NA
SRR6045835,SAMN07658735,NA
SRR6045837,SAMN07659991,NA
SRR6045838,SAMN07658393,NA
SRR6045841,SAMN07660316,NA
SRR6045846,SAMN07658402,NA
SRR6045847,SAMN07659574,NA
SRR6045849,SAMN07658297,NA
SRR6045857,SAMN07658450,NA
SRR6045866,SAMN07658781,NA
SRR6045868,SAMN07659418,NA
SRR6045870,SAMN07660465,NA
SRR6045871,SAMN07659115,NA
SRR6045873,SAMN07660116,NA
SRR6045876,SAMN07658485,NA
SRR6045880,SAMN07659930,NA
SRR6045890,SAMN07659745,NA
SRR6045899,SAMN07660426,NA
SRR6045900,SAMN07659787,NA
SRR6045905,SAMN07660074,NA
SRR6045907,SAMN07659642,NA
SRR6045912,SAMN07658282,NA
SRR6045915,SAMN07660068,NA
SRR6045918,SAMN07660478,NA
SRR6045920,SAMN07658193,NA
SRR6045929,SAMN07659525,NA
SRR6045930,SAMN07658568,NA
SRR6045932,SAMN07659904,NA
SRR6045934,SAMN07658244,NA
SRR6045936,SAMN07658580,NA
SRR6045942,SAMN07659735,NA
SRR6045945,SAMN07658133,NA
