id,sample_accession,study_accession
SRR6045947,SAMN07658172,NA
SRR6045958,SAMN07658203,NA
SRR6045962,SAMN07658872,NA
SRR6045966,SAMN07660314,NA
SRR6045967,SAMN07660349,NA
SRR6045968,SAMN07658868,NA
SRR6045971,SAMN07660221,NA
SRR6045972,SAMN07659108,NA
SRR6045981,SAMN07658733,NA
SRR6045984,SAMN07658510,NA
SRR6045989,SAMN07659077,NA
SRR6045991,SAMN07660012,NA
SRR6045993,SAMN07660266,NA
SRR6045997,SAMN07658363,NA
SRR6045999,SAMN07659351,NA
SRR6046000,SAMN07660440,NA
SRR6046002,SAMN07660044,NA
SRR6046003,SAMN07658706,NA
SRR6046011,SAMN07658538,NA
SRR6046016,SAMN07659968,NA
SRR6046023,SAMN07658985,NA
SRR6046030,SAMN07658321,NA
SRR6046034,SAMN07660056,NA
SRR6046036,SAMN07659595,NA
SRR6046038,SAMN07658290,NA
SRR6046040,SAMN07658927,NA
SRR6046042,SAMN07659337,NA
SRR6046044,SAMN07658245,NA
SRR6046047,SAMN07658489,NA
SRR6046048,SAMN07659677,NA
SRR6046051,SAMN07659691,NA
SRR6046052,SAMN07658397,NA
SRR6046057,SAMN07659414,NA
SRR6046062,SAMN07659412,NA
SRR6046064,SAMN07659838,NA
SRR6046065,SAMN07659603,NA
SRR6046072,SAMN07659761,NA
SRR6046075,SAMN07660370,NA
SRR6046076,SAMN07659454,NA
SRR6046078,SAMN07658551,NA
SRR6046081,SAMN07659844,NA
SRR6046082,SAMN07660202,NA
SRR6046083,SAMN07659473,NA
SRR6046088,SAMN07660234,NA
SRR6046090,SAMN07659793,NA
SRR6046092,SAMN07658278,NA
SRR6046093,SAMN07660188,NA
SRR6046095,SAMN07658632,NA
SRR6046097,SAMN07658988,NA
SRR6046098,SAMN07659933,NA
SRR6046099,SAMN07659521,NA
SRR6046105,SAMN07658388,NA
SRR6046111,SAMN07658271,NA
SRR6046112,SAMN07659075,NA
SRR6046122,SAMN07659706,NA
SRR6046137,SAMN07659891,NA
SRR6046140,SAMN07659455,NA
SRR6046145,SAMN07658384,NA
SRR6046149,SAMN07660228,NA
SRR6046150,SAMN07659655,NA
SRR6046158,SAMN07659387,NA
SRR6046160,SAMN07659378,NA
SRR6046162,SAMN07659025,NA
SRR6046164,SAMN07658257,NA
SRR6046176,SAMN07658667,NA
SRR6046179,SAMN07658755,NA
SRR6046181,SAMN07658527,NA
SRR6046185,SAMN07658769,NA
SRR6046190,SAMN07660218,NA
SRR6046217,SAMN07658964,NA
SRR6046220,SAMN07658901,NA
SRR6046222,SAMN07659862,NA
SRR6046223,SAMN07659517,NA
SRR6046226,SAMN07659380,NA
SRR6046232,SAMN07659475,NA
SRR6046235,SAMN07658183,NA
SRR6046236,SAMN07660137,NA
SRR6046237,SAMN07659343,NA
SRR6046243,SAMN07660300,NA
SRR6046248,SAMN07660155,NA
SRR6046252,SAMN07659425,NA
SRR6046256,SAMN07658144,NA
SRR6046258,SAMN07660156,NA
SRR6046260,SAMN07660450,NA
SRR6046262,SAMN07658147,NA
SRR6046269,SAMN07660296,NA
SRR6046270,SAMN07659555,NA
SRR6046276,SAMN07658925,NA
SRR6046278,SAMN07658368,NA
SRR6046279,SAMN07659756,NA
SRR6046285,SAMN07659714,NA
SRR6046287,SAMN07659835,NA
SRR6046288,SAMN07659990,NA
SRR6046290,SAMN07659513,NA
SRR6046297,SAMN07660323,NA
SRR6046308,SAMN07658592,NA
SRR6046320,SAMN07658969,NA
SRR6046321,SAMN07659021,NA
SRR6046324,SAMN07658322,NA
SRR6046329,SAMN07660049,NA
SRR6046332,SAMN07659656,NA
SRR6046351,SAMN07658372,NA
SRR6046354,SAMN07660190,NA
SRR6046358,SAMN07658408,NA
SRR6046364,SAMN07658263,NA
SRR6046369,SAMN07659937,NA
SRR6046373,SAMN07658392,NA
SRR6046374,SAMN07659679,NA
SRR6046384,SAMN07660425,NA
SRR6046387,SAMN07659105,NA
SRR6046389,SAMN07659031,NA
SRR6046391,SAMN07658753,NA
SRR6046398,SAMN07659823,NA
SRR6046403,SAMN07658775,NA
SRR6046405,SAMN07660108,NA
SRR6046410,SAMN07658389,NA
SRR6046413,SAMN07660120,NA
SRR6046415,SAMN07658464,NA
SRR6046417,SAMN07659506,NA
SRR6046418,SAMN07660313,NA
SRR6046422,SAMN07658695,NA
SRR6046433,SAMN07658544,NA
SRR6046435,SAMN07658446,NA
SRR6046436,SAMN07658539,NA
SRR6046447,SAMN07658867,NA
SRR6046450,SAMN07658613,NA
SRR6046454,SAMN07659670,NA
SRR6046457,SAMN07658922,NA
SRR6046458,SAMN07659594,NA
SRR6046461,SAMN07660453,NA
SRR6046475,SAMN07660123,NA
SRR6046483,SAMN07659702,NA
SRR6046489,SAMN07658804,NA
SRR6046496,SAMN07659732,NA
SRR6046504,SAMN07658378,NA
SRR6046508,SAMN07658478,NA
SRR6046509,SAMN07658317,NA
SRR6046512,SAMN07658692,NA
SRR6046516,SAMN07658719,NA
SRR6046518,SAMN07659330,NA
SRR6046531,SAMN07658160,NA
SRR6046544,SAMN07660206,NA
SRR6046550,SAMN07658541,NA
SRR6046551,SAMN07658546,NA
SRR6046555,SAMN07658562,NA
SRR6046556,SAMN07658623,NA
SRR6046558,SAMN07659874,NA
SRR6046562,SAMN07659371,NA
SRR6046575,SAMN07660160,NA
SRR6046576,SAMN07658184,NA
SRR6046578,SAMN07658437,NA
SRR6046579,SAMN07659436,NA
SRR6046583,SAMN07659392,NA
SRR6046585,SAMN07660345,NA
SRR6046586,SAMN07660397,NA
SRR6046601,SAMN07658534,NA
SRR6046602,SAMN07658744,NA
SRR6046603,SAMN07659575,NA
SRR6046608,SAMN07658807,NA
SRR6046610,SAMN07659437,NA
SRR6046613,SAMN07660009,NA
SRR6046618,SAMN07658905,NA
SRR6046624,SAMN07659326,NA
SRR6046626,SAMN07658771,NA
SRR6046628,SAMN07660223,NA
SRR6046629,SAMN07658614,NA
SRR6046631,SAMN07659554,NA
SRR6046634,SAMN07660085,NA
SRR6046636,SAMN07659619,NA
SRR6046639,SAMN07660015,NA
SRR6046645,SAMN07658211,NA
SRR6046646,SAMN07659045,NA
SRR6046652,SAMN07659499,NA
SRR6046656,SAMN07658566,NA
SRR6046658,SAMN07658683,NA
SRR6046662,SAMN07659969,NA
SRR6046668,SAMN07660352,NA
SRR6046670,SAMN07658167,NA
SRR6046673,SAMN07658505,NA
SRR6046675,SAMN07660470,NA
SRR6046679,SAMN07658840,NA
SRR6046680,SAMN07659388,NA
SRR6046681,SAMN07658511,NA
SRR6046683,SAMN07658512,NA
SRR6046691,SAMN07658243,NA
SRR6046693,SAMN07659432,NA
SRR6046695,SAMN07659972,NA
SRR6046706,SAMN07660217,NA
SRR6046716,SAMN07659815,NA
SRR6046717,SAMN07658326,NA
SRR6046718,SAMN07659532,NA
SRR6046725,SAMN07658483,NA
SRR6046730,SAMN07659882,NA
SRR6046743,SAMN07658858,NA
SRR6046746,SAMN07659376,NA
SRR6046750,SAMN07658992,NA
SRR6046753,SAMN07658906,NA
SRR6046756,SAMN07658320,NA
SRR6046761,SAMN07658738,NA
SRR6046762,SAMN07659859,NA
SRR6046763,SAMN07658994,NA
SRR6046774,SAMN07658178,NA
SRR6046775,SAMN07658820,NA
SRR6046779,SAMN07658140,NA
SRR6046782,SAMN07658155,NA
SRR6046785,SAMN07659434,NA
SRR6046786,SAMN07660082,NA
SRR6046791,SAMN07659114,NA
SRR6046792,SAMN07659634,NA
SRR6046799,SAMN07658655,NA
SRR6046803,SAMN07658978,NA
SRR6046812,SAMN07660358,NA
SRR6046818,SAMN07659385,NA
SRR6046819,SAMN07660385,NA
SRR6046825,SAMN07658849,NA
SRR6046827,SAMN07660272,NA
SRR6046837,SAMN07659524,NA
SRR6046838,SAMN07658135,NA
SRR6046841,SAMN07659715,NA
SRR6046845,SAMN07658836,NA
SRR6046850,SAMN07658238,NA
SRR6046855,SAMN07658779,NA
SRR6046860,SAMN07660401,NA
SRR6046861,SAMN07660461,NA
SRR6046864,SAMN07658929,NA
SRR6046865,SAMN07660086,NA
SRR6046868,SAMN07658862,NA
SRR6046869,SAMN07658640,NA
SRR6046888,SAMN07659885,NA
SRR6046895,SAMN07660112,NA
SRR6046898,SAMN07659557,NA
SRR6046901,SAMN07660153,NA
SRR6046902,SAMN07660283,NA
SRR6046905,SAMN07659824,NA
SRR6046919,SAMN07658457,NA
SRR6256975,SAMN07956486,NA
SRR6256976,SAMN07956487,NA
SRR6256977,SAMN07956488,NA
SRR6256978,SAMN07956489,NA
SRR6256980,SAMN07956483,NA
SRR6256982,SAMN07956485,NA
SRR6256983,SAMN07956490,NA
SRR6256984,SAMN07956491,NA
SRR6256985,SAMN07956536,NA
SRR6256986,SAMN07956537,NA
SRR6256988,SAMN07956539,NA
SRR6256989,SAMN07956532,NA
SRR6256990,SAMN07956533,NA
SRR6256992,SAMN07956535,NA
SRR6256993,SAMN07956540,NA
SRR6256994,SAMN07956541,NA
SRR6257006,SAMN07956542,NA
SRR6257007,SAMN07956545,NA
SRR6257009,SAMN07956547,NA
SRR6257010,SAMN07956546,NA
SRR6257011,SAMN07956549,NA
SRR6257012,SAMN07956548,NA
SRR6257013,SAMN07956551,NA
SRR6257014,SAMN07956550,NA
SRR6257018,SAMN07956568,NA
SRR6257021,SAMN07956565,NA
SRR6257022,SAMN07956564,NA
SRR6257024,SAMN07956562,NA
SRR6257025,SAMN07956554,NA
SRR6257026,SAMN07956555,NA
SRR6257027,SAMN07956552,NA
SRR6257028,SAMN07956553,NA
SRR6257029,SAMN07956558,NA
SRR6257030,SAMN07956559,NA
SRR6257031,SAMN07956556,NA
SRR6257032,SAMN07956557,NA
SRR6257033,SAMN07956560,NA
SRR6257056,SAMN07956624,NA
SRR6257060,SAMN07956511,NA
SRR6257068,SAMN07956505,NA
SRR6257069,SAMN07956504,NA
SRR6257080,SAMN07956520,NA
SRR6257081,SAMN07956521,NA
SRR6257082,SAMN07956518,NA
SRR6257083,SAMN07956519,NA
SRR6257084,SAMN07956516,NA
SRR6257085,SAMN07956517,NA
SRR6257086,SAMN07956514,NA
SRR6257087,SAMN07956515,NA
SRR6257088,SAMN07956512,NA
SRR6257089,SAMN07956513,NA
SRR6257097,SAMN07956582,NA
SRR6257100,SAMN07956531,NA
SRR6257101,SAMN07956530,NA
SRR6257102,SAMN07956525,NA
SRR6257103,SAMN07956524,NA
SRR6257104,SAMN07956523,NA
SRR6257105,SAMN07956522,NA
SRR6257106,SAMN07956529,NA
SRR6257107,SAMN07956528,NA
SRR6257108,SAMN07956527,NA
SRR6257109,SAMN07956526,NA
SRR6339640,SAMN07978249,NA
SRR6339641,SAMN07978250,NA
SRR6339642,SAMN07978255,NA
SRR6339643,SAMN07978256,NA
SRR6339644,SAMN07978253,NA
SRR6339645,SAMN07978254,NA
SRR6339648,SAMN07978262,NA
SRR6339649,SAMN07978261,NA
SRR6339651,SAMN07978259,NA
SRR6339653,SAMN07978265,NA
SRR6339661,SAMN07978242,NA
SRR6339662,SAMN07978239,NA
SRR6339663,SAMN07978240,NA
SRR6339664,SAMN07978245,NA
SRR6339665,SAMN07978246,NA
SRR6339666,SAMN07978243,NA
SRR6339667,SAMN07978244,NA
SRR6367395,SAMN08162228,NA
SRR6367396,SAMN08162229,NA
SRR6367398,SAMN08162227,NA
SRR6367399,SAMN08162232,NA
SRR6367400,SAMN08162230,NA
SRR6367401,SAMN08162231,NA
SRR6369875,SAMN08166033,NA
SRR6369876,SAMN08166034,NA
SRR6369877,SAMN08166031,NA
SRR6369878,SAMN08166032,NA
SRR671719,SAMN01908743,NA
SRR671720,SAMN01908744,NA
SRR671721,SAMN01908745,NA
SRR671722,SAMN01908746,NA
SRR671723,SAMN01908747,NA
SRR671724,SAMN01908748,NA
SRR671725,SAMN01908749,NA
SRR671726,SAMN01908750,NA
SRR671727,SAMN01908751,NA
SRR671728,SAMN01908752,NA
SRR671729,SAMN01908753,NA
SRR671730,SAMN01908754,NA
SRR671731,SAMN01908755,NA
SRR671732,SAMN01908756,NA
SRR671733,SAMN01908757,NA
SRR671734,SAMN01908758,NA
SRR671735,SAMN01908759,NA
SRR671736,SAMN01908760,NA
SRR671737,SAMN01908761,NA
SRR671738,SAMN01908770,NA
SRR671739,SAMN01908762,NA
SRR671740,SAMN01908763,NA
SRR671741,SAMN01908764,NA
SRR671742,SAMN01908765,NA
SRR671743,SAMN01908766,NA
SRR671744,SAMN01908767,NA
SRR671745,SAMN01908768,NA
SRR671746,SAMN01908769,NA
SRR671747,SAMN01908771,NA
SRR671748,SAMN01908772,NA
SRR671749,SAMN01908773,NA
SRR671750,SAMN01908774,NA
SRR671751,SAMN01908775,NA
SRR671752,SAMN01908776,NA
SRR671753,SAMN01908777,NA
SRR671754,SAMN01908778,NA
SRR671755,SAMN01908779,NA
SRR671756,SAMN01908780,NA
SRR671757,SAMN01908781,NA
SRR671758,SAMN01908782,NA
SRR671759,SAMN01908783,NA
SRR671760,SAMN01908784,NA
SRR671761,SAMN01908785,NA
SRR671762,SAMN01908786,NA
SRR671763,SAMN01908787,NA
SRR671764,SAMN01908788,NA
SRR671765,SAMN01908789,NA
SRR671766,SAMN01908790,NA
SRR671767,SAMN01908791,NA
SRR671768,SAMN01908792,NA
SRR671769,SAMN01908793,NA
SRR671770,SAMN01908794,NA
SRR671771,SAMN01908795,NA
SRR671772,SAMN01908796,NA
SRR671773,SAMN01908797,NA
SRR671774,SAMN01908798,NA
SRR671775,SAMN01908799,NA
SRR671776,SAMN01908800,NA
SRR671777,SAMN01908801,NA
SRR671778,SAMN01908802,NA
SRR671779,SAMN01908803,NA
SRR671780,SAMN01908804,NA
SRR671781,SAMN01908805,NA
SRR671782,SAMN01908806,NA
SRR671783,SAMN01908807,NA
SRR671784,SAMN01908808,NA
SRR671785,SAMN01908809,NA
SRR671786,SAMN01908810,NA
SRR671787,SAMN01908811,NA
SRR671788,SAMN01908812,NA
SRR671789,SAMN01908813,NA
SRR671790,SAMN01908814,NA
SRR671791,SAMN01908815,NA
SRR671792,SAMN01908816,NA
SRR671793,SAMN01908817,NA
SRR671794,SAMN01908818,NA
SRR671795,SAMN01908819,NA
SRR671796,SAMN01908820,NA
SRR671797,SAMN01908821,NA
SRR671798,SAMN01908822,NA
SRR671799,SAMN01908823,NA
SRR671800,SAMN01908824,NA
SRR671801,SAMN01908825,NA
SRR671802,SAMN01908826,NA
SRR671803,SAMN01908827,NA
SRR671804,SAMN01908828,NA
SRR671805,SAMN01908829,NA
SRR671806,SAMN01908830,NA
SRR671807,SAMN01908831,NA
SRR671808,SAMN01908832,NA
SRR671809,SAMN01908833,NA
SRR671810,SAMN01908834,NA
SRR671811,SAMN01908835,NA
SRR671812,SAMN01908836,NA
SRR671813,SAMN01908837,NA
SRR671814,SAMN01908838,NA
SRR671815,SAMN01908839,NA
SRR671816,SAMN01908840,NA
SRR671817,SAMN01908841,NA
SRR671818,SAMN01908842,NA
SRR671819,SAMN01908843,NA
SRR671820,SAMN01908844,NA
SRR671821,SAMN01908845,NA
SRR671822,SAMN01908846,NA
SRR671823,SAMN01908847,NA
SRR671824,SAMN01908848,NA
SRR671825,SAMN01908849,NA
SRR671826,SAMN01908850,NA
SRR671827,SAMN01908851,NA
SRR671828,SAMN01908852,NA
SRR671829,SAMN01908853,NA
SRR671830,SAMN01908854,NA
SRR671831,SAMN01908855,NA
SRR671832,SAMN01908856,NA
SRR671833,SAMN01908857,NA
SRR671834,SAMN01908858,NA
SRR671835,SAMN01908859,NA
SRR671836,SAMN01908860,NA
SRR671837,SAMN01908861,NA
SRR671838,SAMN01908862,NA
SRR671839,SAMN01908863,NA
SRR671840,SAMN01908864,NA
SRR671841,SAMN01908865,NA
SRR671842,SAMN01908866,NA
SRR671843,SAMN01908867,NA
SRR671844,SAMN01908868,NA
SRR671845,SAMN01908869,NA
SRR671846,SAMN01908870,NA
SRR671847,SAMN01908871,NA
SRR671848,SAMN01908872,NA
SRR671849,SAMN01908873,NA
SRR671850,SAMN01908874,NA
SRR671851,SAMN01908875,NA
SRR671852,SAMN01908876,NA
SRR671853,SAMN01908877,NA
SRR671854,SAMN01908878,NA
SRR671855,SAMN01908879,NA
SRR671856,SAMN01908880,NA
SRR671857,SAMN01908881,NA
SRR671858,SAMN01908882,NA
SRR671859,SAMN01908883,NA
SRR671860,SAMN01908884,NA
SRR671861,SAMN01908885,NA
SRR671862,SAMN01908886,NA
SRR671863,SAMN01908887,NA
SRR671864,SAMN01908888,NA
SRR671865,SAMN01908889,NA
SRR671866,SAMN01908890,NA
SRR671867,SAMN01908891,NA
SRR671868,SAMN01908892,NA
SRR671869,SAMN01908893,NA
SRR671870,SAMN01908894,NA
SRR671871,SAMN01908895,NA
SRR671872,SAMN01908896,NA
SRR671873,SAMN01908897,NA
SRR671874,SAMN01908898,NA
SRR671875,SAMN01908899,NA
SRR671876,SAMN01908900,NA
SRR671877,SAMN01908901,NA
SRR671878,SAMN01908902,NA
SRR671879,SAMN01908903,NA
SRR6824285,SAMN08626085,NA
SRR6824286,SAMN08626303,NA
SRR6824287,SAMN08626302,NA
SRR6824288,SAMN08626305,NA
SRR6824289,SAMN08626304,NA
SRR6824290,SAMN08626064,NA
SRR6824291,SAMN08626306,NA
SRR6824292,SAMN08626084,NA
SRR6824293,SAMN08626307,NA
SRR6824294,SAMN08626168,NA
SRR6824295,SAMN08626169,NA
SRR6824296,SAMN08626167,NA
SRR6824297,SAMN08626023,NA
SRR6824298,SAMN08626172,NA
SRR6824300,SAMN08626170,NA
SRR6824301,SAMN08626171,NA
SRR6824302,SAMN08626174,NA
SRR6824303,SAMN08626175,NA
SRR6824305,SAMN08626348,NA
SRR6824306,SAMN08626080,NA
SRR6824307,SAMN08626346,NA
SRR6824308,SAMN08626347,NA
SRR6824309,SAMN08626345,NA
SRR6824310,SAMN08626079,NA
SRR6824311,SAMN08626077,NA
SRR6824312,SAMN08626078,NA
SRR6824313,SAMN08626349,NA
SRR6824314,SAMN08626350,NA
SRR6824315,SAMN08626352,NA
SRR6824316,SAMN08626351,NA
SRR6824317,SAMN08626365,NA
SRR6824318,SAMN08626360,NA
SRR6824319,SAMN08626359,NA
SRR6824320,SAMN08626358,NA
SRR6824321,SAMN08626422,NA
SRR6824322,SAMN08626364,NA
SRR6824323,SAMN08626363,NA
SRR6824325,SAMN08626361,NA
SRR6824326,SAMN08626188,NA
SRR6824327,SAMN08626187,NA
SRR6824328,SAMN08626027,NA
SRR6824329,SAMN08626184,NA
SRR6824330,SAMN08626026,NA
SRR6824331,SAMN08626183,NA
SRR6824332,SAMN08626028,NA
SRR6824333,SAMN08626186,NA
SRR6824334,SAMN08626082,NA
SRR6824335,SAMN08626185,NA
SRR6824336,SAMN08626278,NA
SRR6824337,SAMN08626056,NA
SRR6824338,SAMN08626054,NA
SRR6824339,SAMN08626276,NA
SRR6824340,SAMN08626055,NA
SRR6824341,SAMN08626277,NA
SRR6824342,SAMN08626274,NA
SRR6824343,SAMN08626273,NA
SRR6824344,SAMN08626053,NA
SRR6824345,SAMN08626275,NA
SRR6824346,SAMN08626090,NA
SRR6824347,SAMN08626154,NA
SRR6824348,SAMN08626155,NA
SRR6824349,SAMN08626152,NA
SRR6824350,SAMN08626153,NA
SRR6824351,SAMN08626150,NA
SRR6824352,SAMN08626151,NA
SRR6824353,SAMN08626016,NA
SRR6824354,SAMN08626149,NA
SRR6824355,SAMN08626015,NA
SRR6824356,SAMN08626148,NA
SRR6824358,SAMN08626321,NA
SRR6824359,SAMN08626069,NA
SRR6824360,SAMN08626315,NA
SRR6824361,SAMN08626068,NA
SRR6824362,SAMN08626314,NA
SRR6824363,SAMN08626318,NA
SRR6824364,SAMN08626319,NA
SRR6824365,SAMN08626316,NA
SRR6824366,SAMN08626317,NA
SRR6824367,SAMN08626366,NA
SRR6824368,SAMN08626221,NA
SRR6824369,SAMN08626222,NA
SRR6824370,SAMN08626223,NA
SRR6824371,SAMN08626224,NA
SRR6824372,SAMN08626035,NA
SRR6824373,SAMN08626225,NA
SRR6824374,SAMN08626226,NA
SRR6824375,SAMN08626227,NA
SRR6824376,SAMN08626228,NA
SRR6824377,SAMN08626036,NA
SRR6824378,SAMN08626245,NA
SRR6824379,SAMN08626244,NA
SRR6824380,SAMN08626246,NA
SRR6824381,SAMN08626042,NA
SRR6824382,SAMN08626248,NA
SRR6824383,SAMN08626247,NA
SRR6824384,SAMN08626250,NA
SRR6824385,SAMN08626249,NA
SRR6824386,SAMN08626252,NA
SRR6824387,SAMN08626251,NA
SRR6824388,SAMN08626373,NA
SRR6824389,SAMN08626011,NA
SRR6824390,SAMN08626120,NA
SRR6824391,SAMN08626386,NA
SRR6824392,SAMN08626387,NA
SRR6824393,SAMN08626384,NA
SRR6824394,SAMN08626385,NA
SRR6824395,SAMN08626390,NA
SRR6824396,SAMN08626391,NA
SRR6824397,SAMN08626388,NA
SRR6824398,SAMN08626389,NA
SRR6824399,SAMN08626392,NA
SRR6824400,SAMN08626393,NA
SRR6824401,SAMN08626298,NA
SRR6824402,SAMN08626062,NA
SRR6824403,SAMN08626299,NA
SRR6824404,SAMN08626300,NA
SRR6824405,SAMN08626060,NA
SRR6824406,SAMN08626061,NA
SRR6824407,SAMN08626296,NA
SRR6824408,SAMN08626297,NA
SRR6824409,SAMN08626301,NA
SRR6824410,SAMN08626063,NA
SRR6824411,SAMN08626089,NA
SRR6824412,SAMN08626088,NA
SRR6824413,SAMN08626355,NA
SRR6824415,SAMN08626410,NA
SRR6824416,SAMN08626411,NA
SRR6824417,SAMN08626354,NA
SRR6824418,SAMN08626353,NA
SRR6824419,SAMN08626408,NA
SRR6824420,SAMN08626356,NA
SRR6824421,SAMN08626357,NA
SRR6824422,SAMN08626409,NA
SRR6824424,SAMN08626405,NA
SRR6824425,SAMN08626406,NA
SRR6824426,SAMN08626407,NA
SRR6824427,SAMN08626237,NA
SRR6824428,SAMN08626236,NA
SRR6824429,SAMN08626229,NA
SRR6824430,SAMN08626037,NA
SRR6824431,SAMN08626231,NA
SRR6824432,SAMN08626230,NA
SRR6824433,SAMN08626233,NA
SRR6824434,SAMN08626232,NA
SRR6824435,SAMN08626235,NA
SRR6824437,SAMN08626369,NA
SRR6824438,SAMN08626370,NA
SRR6824439,SAMN08626367,NA
SRR6824441,SAMN08626191,NA
SRR6824442,SAMN08626192,NA
SRR6824443,SAMN08626193,NA
SRR6824444,SAMN08626194,NA
SRR6824445,SAMN08626189,NA
SRR6824446,SAMN08626190,NA
SRR6824447,SAMN08626000,NA
SRR6824448,SAMN08626083,NA
SRR6824449,SAMN08626195,NA
SRR6824450,SAMN08626196,NA
SRR6824451,SAMN08626272,NA
SRR6824452,SAMN08626052,NA
SRR6824453,SAMN08626266,NA
SRR6824454,SAMN08626267,NA
SRR6824455,SAMN08626268,NA
SRR6824456,SAMN08626050,NA
SRR6824457,SAMN08626051,NA
SRR6824458,SAMN08626269,NA
SRR6824459,SAMN08626270,NA
SRR6824460,SAMN08626271,NA
SRR6824461,SAMN08626006,NA
SRR6824462,SAMN08626109,NA
SRR6824463,SAMN08626107,NA
SRR6824464,SAMN08626108,NA
SRR6824465,SAMN08626147,NA
SRR6824466,SAMN08626146,NA
SRR6824467,SAMN08626110,NA
SRR6824468,SAMN08626007,NA
SRR6824469,SAMN08626143,NA
SRR6824470,SAMN08626142,NA
SRR6824471,SAMN08626113,NA
SRR6824472,SAMN08626144,NA
SRR6824473,SAMN08626014,NA
SRR6824474,SAMN08626139,NA
SRR6824475,SAMN08626141,NA
SRR6824476,SAMN08626140,NA
SRR6824477,SAMN08626330,NA
SRR6824478,SAMN08626329,NA
SRR6824479,SAMN08626323,NA
SRR6824480,SAMN08626322,NA
SRR6824481,SAMN08626070,NA
SRR6824482,SAMN08626324,NA
SRR6824483,SAMN08626326,NA
SRR6824484,SAMN08626325,NA
SRR6824485,SAMN08626328,NA
SRR6824486,SAMN08626327,NA
SRR6824487,SAMN08626097,NA
SRR6824488,SAMN08626098,NA
SRR6824489,SAMN08626003,NA
SRR6824490,SAMN08626094,NA
SRR6824491,SAMN08626095,NA
SRR6824492,SAMN08626096,NA
SRR6824493,SAMN08626092,NA
SRR6824494,SAMN08626001,NA
SRR6824495,SAMN08626002,NA
SRR6824496,SAMN08626093,NA
SRR6824497,SAMN08626203,NA
SRR6824498,SAMN08626202,NA
SRR6824499,SAMN08626030,NA
SRR6824500,SAMN08626200,NA
SRR6824502,SAMN08626201,NA
SRR6824503,SAMN08626198,NA
SRR6824504,SAMN08626197,NA
SRR6824505,SAMN08626199,NA
SRR6824506,SAMN08626029,NA
SRR6824507,SAMN08626375,NA
SRR6824508,SAMN08626374,NA
SRR6824509,SAMN08626377,NA
SRR6824510,SAMN08626376,NA
SRR6824511,SAMN08626379,NA
SRR6824512,SAMN08626378,NA
SRR6824513,SAMN08626381,NA
SRR6824514,SAMN08626380,NA
SRR6824515,SAMN08626383,NA
SRR6824517,SAMN08626289,NA
SRR6824518,SAMN08626288,NA
SRR6824519,SAMN08626287,NA
SRR6824520,SAMN08626059,NA
SRR6824521,SAMN08626293,NA
SRR6824522,SAMN08626292,NA
SRR6824523,SAMN08626291,NA
SRR6824524,SAMN08626290,NA
SRR6824525,SAMN08626295,NA
SRR6824526,SAMN08626294,NA
SRR6824527,SAMN08626111,NA
SRR6824528,SAMN08626112,NA
SRR6824529,SAMN08626145,NA
SRR6824530,SAMN08626114,NA
SRR6824531,SAMN08626134,NA
SRR6824532,SAMN08626013,NA
SRR6824533,SAMN08626135,NA
SRR6824534,SAMN08626136,NA
SRR6824535,SAMN08626131,NA
SRR6824536,SAMN08626012,NA
SRR6824537,SAMN08626132,NA
SRR6824538,SAMN08626133,NA
SRR6824539,SAMN08626137,NA
SRR6824540,SAMN08626138,NA
SRR6824541,SAMN08626331,NA
SRR6824542,SAMN08626332,NA
SRR6824543,SAMN08626071,NA
SRR6824544,SAMN08626402,NA
SRR6824545,SAMN08626334,NA
SRR6824546,SAMN08626335,NA
SRR6824547,SAMN08626336,NA
SRR6824548,SAMN08626337,NA
SRR6824549,SAMN08626397,NA
SRR6824551,SAMN08626395,NA
SRR6824552,SAMN08626394,NA
SRR6824553,SAMN08626401,NA
SRR6824554,SAMN08626400,NA
SRR6824555,SAMN08626399,NA
SRR6824556,SAMN08626398,NA
SRR6824557,SAMN08626243,NA
SRR6824558,SAMN08626041,NA
SRR6824559,SAMN08626039,NA
SRR6824560,SAMN08626040,NA
SRR6824561,SAMN08626238,NA
SRR6824562,SAMN08626038,NA
SRR6824563,SAMN08626241,NA
SRR6824564,SAMN08626242,NA
SRR6824565,SAMN08626239,NA
SRR6824566,SAMN08626240,NA
SRR6824567,SAMN08626264,NA
SRR6824568,SAMN08626263,NA
SRR6824569,SAMN08626262,NA
SRR6824570,SAMN08626261,NA
SRR6824571,SAMN08626260,NA
SRR6824573,SAMN08626047,NA
SRR6824574,SAMN08626259,NA
SRR6824575,SAMN08626049,NA
SRR6824576,SAMN08626265,NA
SRR6824577,SAMN08626116,NA
SRR6824578,SAMN08626115,NA
SRR6824579,SAMN08626118,NA
SRR6824580,SAMN08626117,NA
SRR6824583,SAMN08626119,NA
SRR6824584,SAMN08626010,NA
SRR6824585,SAMN08626161,NA
SRR6824586,SAMN08626162,NA
SRR6824587,SAMN08626163,NA
SRR6824588,SAMN08626164,NA
SRR6824589,SAMN08626165,NA
SRR6824590,SAMN08626022,NA
SRR6824591,SAMN08626166,NA
SRR6824592,SAMN08626371,NA
SRR6824593,SAMN08626312,NA
SRR6824594,SAMN08626313,NA
SRR6824595,SAMN08626309,NA
SRR6824596,SAMN08626065,NA
SRR6824597,SAMN08626087,NA
SRR6824598,SAMN08626308,NA
SRR6824599,SAMN08626311,NA
